available,category,desc1,desc2,itemnumber,manufacturer,mfgpnumber,msrp,price1,price2,price3,qty1,qty2,qty3,upc,weight,serialized,mapprice
"0","AMMO","HSM 10MM 180GR XTP","50RD 20BX/CS","A10MM16N","HSM Ammo","10mm-16-N","54.95","37.95","","","1","","","810742028992","2.000","NO",""
"0","AMMO","HSM SUBSONIC 10MM 240GR","HARD CAST LEAD FN 20RD 20BX/CS","A10MM17N","HSM Ammo","10mm-17-N","43","30.45","","","1","","","810742029777","0.000","NO",""
"32","AMMO","HSM 10MM 200GR FMJ 50RD","10BX/CS","A10MM8N","HSM Ammo","10MM-8-N","54","34.95","","","1","","","837306006104","2.150","NO",""
"12","AMMO","HSM PRO PISTOL 10MM 200GR","FMJ 20RD 20BX/CS","A10MM8N20","HSM Ammo","10mm-8-N-20","22","15.75","","","1","","","810742029609","0.885","NO",""
"108","AMMO","HSM BEAR 10MM 200GR LEAD-RN FP","GAS CHECK 20RD 20BX/CS","A10MM9N20","HSM Ammo","10MM-9-N20","26","15.95","","","1","","","810742026400","0.900","NO",""
"57","AMMO","UNDERWOOD 380 ACP 90GR JHP","20RD 10BX/CS","A110U","Underwood Ammo","A110U","19.99","16.09","","","1","","","816874020248","0.420","NO",""
"41","AMMO","UNDERWOOD 9MM LUGER +P+ 147GR","FMJ 50RD 10BX/CS","A111","Underwood Ammo","111","44.5","35.82","","","1","","","816874020347","1.610","NO",""
"25","AMMO","UNDERWOOD 9MM LUGER +P+ 115GR","JHP 20RD 10BX/CS","A112U","Underwood Ammo","112","21.99","17.70","","","1","","","816874020354","0.560","NO",""
"59","AMMO","UNDERWOOD 9MM LUGER +P+ 124GR","JHP 20RD 10BX/CS","A113U","Underwood Ammo","113","21.99","17.70","","","1","","","816874020361","0.590","NO",""
"92","AMMO","UNDERWOOD 9MM LUGER 124GR JHP","20RD 10BX/CS","A114","Underwood Ammo","114","21.99","17.70","","","1","","","816874020378","0.560","NO",""
"7","OPTICS","TRADITIONS SCOPE 3-9X40MM","CIRCLE RETICLE BLACK MATTE","A1143","Traditions","A1143","94.95","57.14","","","1","","","040589005690","1.500","NO",""
"0","OPTICS","TRADITIONS SCOPE 3-9X40MM","RANGE-FINDING BLACK MATTE","A1143R","Traditions","A1143R","99.95","60.14","","","1","","","040589012629","1.470","NO",""
"2","OPTICS","TRADITIONS SCOPE 3-9X40MM BDM","MZ RANGING ILLUM MATTE!","A1143RIR","Traditions","A1143RIR","149.95","90.23","","","1","","","040589027531","1.450","NO",""
"26","AMMO","UNDERWOOD 9MM LUGER 115GR JHP","20RD 10BX/CS","A115","Underwood Ammo","115","21.99","17.70","","","1","","","816874020385","0.540","NO",""
"25","AMMO","UNDERWOOD 357 SIG 147GR JHP","XTP 20RD 10BX/CS","A116","Underwood Ammo","116","24.99","20.11","","","1","","","816874020392","0.700","NO",""
"0","AMMO","UNDERWOOD 357 SIG 125GR JHP","20RD 10BX/CS","A117","Underwood Ammo","117","19.99","16.09","","","1","","","","0.000","NO",""
"0","OPTICS","TRADITIONS SCOPE KIT 3-9X40MM","DUPLEX MEDIUM RINGS 2PC BASE","A1171","Traditions","A1171","99.95","60.14","","","1","","","040589015484","1.400","NO",""
"27","AMMO","UNDERWOOD 357 SIG 115GR JHP","20RD 10BX/CS","A118","Underwood Ammo","118","23.99","19.31","","","1","","","816874020415","0.615","NO",""
"21","AMMO","UNDERWOOD 357 MAG 125GR FMJ","50RD 10BX/CS","A120","Underwood Ammo","120","41.99","38.88","","","1","","","816874020323","1.650","NO",""
"78","MUZZLELOADING ACCESSORIES","TRADITIONS DELUXE POWDER FLASK","BRASS W/30 GRAIN SPOUT","A1201","Traditions","A1201","25.95","17.20","","","1","","","040589120102","0.595","NO",""
"0","AMMO","BRENNEKE USA CLASSIC MAG 12GA","2.75"" 1-1/8OZ SLUG 5RD 50BX/CS","A1201820","Brenneke","SL122CLM","10.25","9.41","","","1","","","4030128120188","0.500","NO",""
"0","AMMO","BRENNEKE USA BLACK MAGIC 12GA","3"" 1.375OZ SLUG 5RD 50BX/CS","A1202726","Brenneke","SL123BMM","16.43","13.06","","","1","","","4030128120270","0.600","NO",""
"32","MUZZLELOADING ACCESSORIES","TRADITIONS STRAIGHT LINE","CAPPER FOR #11 PERCUSSION CAPS","A1203","Traditions","A1203","8.95","5.93","","","1","","","040589120300","0.050","NO",""
"70","MUZZLELOADING ACCESSORIES","TRADITIONS POWDER MEASURE","ADJUSTABLE 5-120 GRAINS BRASS","A1204","Traditions","A1204","12.95","8.58","","","1","","","040589120409","0.210","NO",""
"0","AMMO","BRENNEKE USA REDUCED RECOIL","12GA 2.75"" 1OZ SLUG 5RD 50BX/C","A1205126","Brenneke","SL122THD","8.95","7.24","","","1","","","4030128120515","0.500","NO",""
"0","AMMO","BRENNEKE USA MAGNUM CRUSH 12GA","3"" 1-1/2OZ SLUG 5RD 50BX/CS","A1205250","Brenneke","SL123CMR","17.18","13.15","","","1","","","4030128120522","0.620","NO",""
"27","MUZZLELOADING ACCESSORIES","TRADITIONS RAMROD ACCY TIPS","50 CALIBER 10/32 THREADS 6PC","A1205B","Traditions","A1205B","21.95","14.55","","","1","","","040589027074","0.110","NO",""
"33","MUZZLELOADING ACCESSORIES","TRADITIONS BALL STARTER","T-HANDLE STYLE WOOD/BRASS","A1206","Traditions","A1206","9.95","6.59","","","1","","","040589120607","0.200","NO",""
"0","AMMO","BRENNEKE USA SHORT MAG 12GA","2.75"" SLUG 5RD 50BX/CS","A1206825","Brenneke","SL122SFM","11.95","9.89","","","1","","","4030128120683","0.550","NO",""
"0","AMMO","BRENNEKE USA GREEN LIGHTNING","12GA 2.75"" 1-1/4OZ 5RD 50BX/CS","A1207825","Brenneke","SL122HFSGL","11.75","9.66","","","1","","","4030128120782","0.550","NO",""
"0","AMMO","BRENNEKE USA ATS 12GA 2.75""","1OZ SLUG 5RD 50BX/CS","A1208812","Brenneke","SL122ATS","12.95","11.16","","","1","","","4030128120881","0.500","NO",""
"0","AMMO","BRENNEKE USA KO 12GA 2.75""","1OZ SLUG 5RD 50BX/CS","A120970","Brenneke","SL122KO","6.87","6.25","","","1","","","4030128120973","0.500","NO",""
"0","MUZZLELOADING ACCESSORIES","TRADITIONS BALL STARTER","ROUND HANDLE STYLE SYN/BRASS","A1210","Traditions","A1210","5.95","3.94","","","1","","","040589121000","0.100","NO",""
"50","AMMO","BRENNEKE USA SUPER SABOT 12GA","2.75"" 1-1/8OZ SLUG 5RD 50BX/CS","A1210822","Brenneke","SL122SUS","22.35","18.08","","","1","","","4030128121086","0.600","NO",""
"120","MUZZLELOADING ACCESSORIES","TRADITIONS DELUXE NIPPLE","WRENCH W/PICK STEEL/BRASS","A1211","Traditions","A1211","8.95","5.93","","","1","","","040589121109","0.010","NO",""
"38","AMMO","BRENNEKE USA RED MAGIC 12GA 3""","1OZ SABOT 5RD  50BX/CS","A1212824","Brenneke","SL123RMS","18.74","15.60","","","1","","","4030128121284","0.495","NO",""
"0","AMMO","BRENNEKE USA RED MAGIC 12GA","2.75"" 1OZ SABOT 5RD 50BX/CS","A1213823","Brenneke","SL122RMS","18.48","15.60","","","1","","","4030128121383","0.480","NO",""
"0","AMMO","BRENNEKE USA 12GA 2.75""","1-3/8OZ SLUG 5RD 20BX/CS","A1214262","Brenneke","SL122MBPM","26.24","21.56","","","1","","","4030128121420","0.500","NO",""
"0","AMMO","UNDERWOOD 357 MAG 158GR JHP","20RD 10BX/CS","A122","Underwood Ammo","122","22.99","18.50","","","1","","","816874020422","0.750","NO",""
"0","MUZZLELOADING ACCESSORIES","TRADITIONS CLEANING ROD 50CAL","FIBERGLASS FOR 10/32 ACCYS","A1227","Traditions","A1227","29.95","19.85","","","1","","","040589122700","0.300","NO",""
"57","AMMO","UNDERWOOD 357 MAG 125GR JHP","20RD 10BX/CS","A123","Underwood Ammo","123","22.99","18.50","","","1","","","816874020439","0.650","NO",""
"74","AMMO","FIOCCHI FLYWAY 12GA 3.5"" #1","1470FPS 1-3/8OZ 25RD 10BX/CS","A1235ST1","Fiocchi","1235ST1","29.6","24.96","23.69","","1","10","","762344702469","3.000","NO",""
"873","AMMO","FIOCCHI FLYWAY 12GA 3.5""","1-3/8OZ #2 1470FPS 25RD 10BX/C","A1235ST2","Fiocchi","1235ST2","29.6","19.59","","","1","","","762344703374","3.100","NO",""
"0","AMMO","FIOCCHI FLYWAY 12GA 3.5""","1-3/8OZ #BBB 25RD 10BX/CS","A1235ST3B","Fiocchi","1235ST3B","29.6","24.96","23.69","","1","10","","762344702445","3.150","NO",""
"0","AMMO","FIOCCHI FLYWAY 12GA 3.5""","1-3/8OZ #BB 1470FPS 25RD 10B/C","A1235STBB","Fiocchi","1235STBB","29.6","24.96","23.69","","1","10","","762344702452","3.200","NO",""
"6","MUZZLELOADING ACCESSORIES","TRADITIONS SPOUT SET (2) FOR","POWDER FLASKS 75 & 100 GRAINS","A1237","Traditions","A1237","11.95","7.92","","","1","","","040589123707","0.100","NO",""
"0","MUZZLELOADING ACCESSORIES","TRADITIONS BORE BRUSH & SWAB","50 CALIBER 10/32 THREADS","A1238","Traditions","A1238","7.95","5.27","","","1","","","040589123806","0.050","NO",""
"131","AMMO","B&P 12GA 3"" 1 5/8OZ #5","1440FPS 25RD 10BX/CS","A123B58H5","B&P","123B58H5","28.95","19.95","","","1","","","878122005773","3.250","NO",""
"11","AMMO","FIOCCHI GOLDEN BISMUTH 12GA 3""","1-3/8OZ #2 1450FPS 10RD 10BX/C","A123GB2","Fiocchi","123GB2","27.35","20.91","19.85","","1","10","","762344713069","1.150","NO",""
"85","AMMO","FIOCCHI GOLDEN BISMUTH 12GA 3""","1-3/8OZ #4 1450FPS 10RD 10BX/C","A123GB4","Fiocchi","123GB4","27.35","19.40","","","1","","","762344712949","1.150","NO",""
"241","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","3"" 1-3/4OZ #4 25RD 10BX/CS","A123GP4","Fiocchi","123GP4","30.14","25.46","24.17","","1","10","","762344703657","3.410","NO",""
"48","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","3"" 1-3/4 #5 25RD 10BX/CS","A123GP5","Fiocchi","123GP5","30.14","25.46","24.17","","1","10","","762344703664","3.230","NO",""
"30","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","3"" 1-3/4 #6 25RD 10BX/CS","A123GP6","Fiocchi","123GP6","30.14","25.46","24.17","","1","10","","762344703671","3.400","NO",""
"28","AMMO","FIOCCHI 12GA 3"" 1-3/4OZ #4","1330FPS 25RD 10BX/CS","A123HV4","Fiocchi","123HV4","24.02","20.27","19.24","","1","10","","762344705477","3.540","NO",""
"153","AMMO","FIOCCHI 12GA 3"" 1-3/4OZ #5","1330FPS 25RD 10BX/CS","A123HV5","Fiocchi","123HV5","24.02","20.27","19.24","","1","10","","762344705484","3.500","NO",""
"0","AMMO","FIOCCHI 12GA 3"" 1-3/4OZ #6","1330FPS 25RD 10BX/CS","A123HV6","Fiocchi","123HV6","24.02","20.27","19.24","","1","10","","762344703848","3.450","NO",""
"0","AMMO","FIOCCHI GOLDEN WATERFOWL 12GA","3"" 1-1/4OZ #2 25RD 10BX/CS","A123SGW2","Fiocchi","123SGW2","23.57","19.89","18.88","","1","10","","762344705804","2.700","NO",""
"0","AMMO","FIOCCHI GOLDEN WATERFOWL 12GA","3"" 1-1/4OZ #4 25RD 10BX/CS","A123SGW4","Fiocchi","123SGW4","23.57","19.89","18.88","","1","10","","762344710624","2.650","NO",""
"1","AMMO","FIOCCHI GOLDEN WATERFOWL 12GA","3"" 1-1/4OZ #BB 25RD 10BX/CS","A123SGWBB","Fiocchi","123sgwbb","23.57","19.89","18.88","","1","10","","762344705781","2.750","NO",""
"728","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/5OZ","#1 1550FPS 25RD 10BX/CS","A123ST151","Fiocchi","123ST151","21.18","13.99","","","1","","","762344711065","2.690","NO",""
"50","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/5OZ","#2 1550FPS 25RD 10BX/CS","A123ST152","Fiocchi","123ST152","21.18","17.87","16.96","","1","10","","762344711072","2.700","NO",""
"41","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/5OZ","#3 1550FPS 25RD 10BX/CS","A123ST153","Fiocchi","123ST153","21.18","17.87","16.96","","1","10","","762344711089","2.670","NO",""
"0","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/5OZ","#4 1550FPS 25RD 10BX/CS","A123ST154","Fiocchi","123ST154","21.18","17.87","16.96","","1","10","","762344711096","2.660","NO",""
"123","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/5OZ","#BB 1550FPS 25RD 10BX/CS","A123ST15B","Fiocchi","123ST15B","21.18","14.99","","","1","","","762344711058","2.595","NO",""
"539","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/8OZ","#2 1500FPS 25RD 10BX/CS","A123ST2","Fiocchi","123ST2","20.31","13.99","","","1","","","762344702186","2.500","NO",""
"0","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/8OZ","#4 1500FPS 25RD 10BX/CS","A123ST4","Fiocchi","123ST4","20.31","17.10","16.23","","1","10","","762344702209","2.510","NO",""
"0","AMMO","FIOCCHI FLYWAY 12GA 3"" 1-1/8OZ","#BB 1500FPS 25RD 10BX/CS","A123STBB","Fiocchi","A123STBB","20.31","17.10","16.23","","1","10","","762344702155","2.465","NO",""
"0","AMMO","FIOCCHI GOLDEN TURKEY 12GA","3"" 1-3/4OZ #4 10RD 10BX/CS","A123TRKC4","Fiocchi","123TRKC4","16.95","9.63","9.14","","1","10","","762344703718","1.390","NO",""
"0","AMMO","FIOCCHI GOLDEN TURKEY 12GA 3""","1-3/4OZ #5 10RD 10BX/CS","A123TRKC5","Fiocchi","123TRKC5","16.95","9.63","9.14","","1","10","","762344703725","1.400","NO",""
"138","AMMO","FIOCCHI GOLDEN TURKEY 12GA 3""","1-3/4OZ #6 10RD 10BX/CS","A123TRKC6","Fiocchi","123TRKC6","16.95","9.63","9.14","","1","10","","762344703732","1.400","NO",""
"157","AMMO","FIOCCHI GOLDEN TURKEY TSS 12GA","3"" 1-5/8OZ #7 5RD 10BX/CS","A123TSS7","Fiocchi","123TSS7","63.21","46.95","","","1","","","762344713038","0.700","NO",""
"104","AMMO","FIOCCHI GOLDEN TURKEY TSS 12GA","3"" 1-5/8OZ #9 5RD 10BX/CS","A123TSS9","Fiocchi","123TSS9","63.21","51.94","49.30","","1","10","","762344713021","0.700","NO",""
"48","AMMO","UNDERWOOD 357 MAG 158GR XTP","JHP 20RD 10BX/CS","A124","Underwood Ammo","124","23.99","19.31","","","1","","","816874020446","0.740","NO",""
"54","MUZZLELOADING ACCESSORIES","TRADITIONS PATCHES PRE-LUBED","50/54CAL WONDER LUBE 100PK","A1240","Traditions","A1240","9.95","6.59","","","1","","","040589124001","0.100","NO",""
"118","MUZZLELOADING ACCESSORIES","TRADITIONS NIPPLES 2-PACK FOR","#11 CAPS M6X1 THREADS S/S","A1250","Traditions","A1250","8.95","5.93","","","1","","","040589125008","0.020","NO",""
"82","MUZZLELOADING ACCESSORIES","TRADITIONS BARREL WEDGE","COLOR CASE HARDENED STEEL","A1253","Traditions","A1253","9.95","6.59","","","1","","","040589125305","0.050","NO",""
"3","MUZZLELOADING ACCESSORIES","TRADITIONS EZ LUBE 1000","PATCH & BULLET 4OZ PASTE","A1254","Traditions","A1254","11.95","7.92","","","1","","","040589125404","0.250","NO",""
"119","MUZZLELOADING ACCESSORIES","TRADITIONS FLINTLOCK PAN","PRIMER BRASS","A1257","Traditions","A1257","18.95","12.56","","","1","","","040589125701","0.100","NO",""
"139","MUZZLELOADING ACCESSORIES","TRADITIONS NIPPLE WRENCH FOR","REVOLVERS W/PICK STEEL/BRASS","A1260","Traditions","A1260","9.95","6.59","","","1","","","040589126005","0.100","NO",""
"205","MUZZLELOADING ACCESSORIES","TRADITIONS WONDER WADS 44/45","LUBRICATED W/EZ LUBE 50PK","A1262","Traditions","A1262","11.95","7.92","","","1","","","040589126203","0.040","NO",""
"0","MUZZLELOADING ACCESSORIES","TRADITIONS CANNON FUSE 15'","WATER RESISTANT","A1264","Traditions","A1264","16.95","11.23","","","1","","","040589126401","0.100","NO",""
"5","MUZZLELOADING ACCESSORIES","TRADITIONS REVOLVER NIPPLES","6X.75 THREADS 3-PACK BLACK","A1268","Traditions","A1268","9.95","6.59","","","1","","","040589126807","0.050","NO",""
"12","AMMO","UNDERWOOD 38 SPECIAL+P 125GR","FMJ 20RD 10BX/CS","A127","Underwood Ammo","127","45.5","36.63","","","1","","","816874020460","1.500","NO",""
"0","AMMO","FIOCCHI LOW RECOIL 12GA 2.75""","7/8OZ #7.5 1200FPS 250RD CASE","A1278OZ75","Fiocchi","1278OZ75","126.3","110.38","","","1","","","762344850665","21.000","NO",""
"0","AMMO","FIOCCHI LOW RECOIL 12GA 2.75""","7/8OZ #8 1200FPS 250RD CASE","A1278OZ8","Fiocchi","1278OZ8","126.3","110.38","","","1","","","762344850672","21.000","NO",""
"13","MUZZLELOADING ACCESSORIES","TRADITIONS CLEANING JAG 50CAL","EXTENDED 10/32 THREADS BRASS","A1282","Traditions","A1282","5.95","3.94","","","1","","","040589003207","0.070","NO",""
"27","MUZZLELOADING ACCESSORIES","TRADITIONS CLEANING JAG 45CAL","EXTENDED 10/32 THREADS BRASS","A1283","Traditions","A1283","5.95","3.94","","","1","","","040589003214","0.060","NO",""
"11","MUZZLELOADING ACCESSORIES","TRADITIONS CLEANING JAG 50CAL","10/32 THREADS BRASS","A1284","Traditions","A1284","3.95","2.61","","","1","","","040589128405","0.040","NO",""
"0","MUZZLELOADING ACCESSORIES","TRADITIONS CLEANING JAG 54CAL","10/32 THREADS BRASS","A1285","Traditions","A1285","3.95","2.61","","","1","","","040589128504","0.040","NO",""
"50","AMMO","UNDERWOOD 38 SPECIAL +P 125GR","JHP 20RD 10BX/CS","A129","Underwood Ammo","129","21.99","17.70","","","1","","","816874020484","0.600","NO",""
"10","MUZZLELOADING ACCESSORIES","TRADITIONS PALM SAVER-WOOD","FITS OVER RAMROD","A1296","Traditions","A1296","8.95","5.93","","","1","","","040589129600","0.150","NO",""
"150","AMMO","B&P 12GA 2.75"" 1 1/4OZ #4","1400FPS 25RD 10BX/CS","A12B14UP4","B&P","12B14UP4","24.95","16.95","","","1","","","878122005889","2.680","NO",""
"0","AMMO","B&P 12GA 2.75"" 1-1/8OZ #7.5","1230FPS 250RD CASE LOT","A12B18CP7","B&P","12B18CP7","119.95","95.75","","","1","","","878122003670","24.800","NO",""
"0","AMMO","B&P 12GA 2.75"" 1-1/8OZ #8","1230FPS 250RD CASE LOT","A12B18CP8","B&P","12B18CP8","119.95","95.75","","","1","","","878122003687","24.300","NO",""
"12","AMMO","B&P 12GA 2.75"" 1-1/8OZ #8","1160FPS 250RD CASE LOT","A12B32CP8","B&P","12B32CP8","119.95","97.75","","","1","","","878122008187","24.450","NO",""
"0","AMMO","FIOCCHI 12GA 2.75"" 00 BUCK","10RD 25BX/CS","A12BK008","Fiocchi","12BK008","22.94","8.42","","","1","","","762344712932","0.940","NO",""
"64","AMMO","FIOCCHI CRUSHER 12GA 2.75"" 1OZ","#7.5 1300FPS 250RD CASE LOT","A12CRSR75","Fiocchi","12CRSR75","126.3","110.38","","","1","","","762344850726","23.050","NO",""
"5","AMMO","FIOCCHI CRUSHER 12GA 2.75""","1OZ #8 1300FPS 250RD CASE LOT","A12CRSR8","Fiocchi","12CRSR8","126.3","110.38","","","1","","","762344850733","22.400","NO",""
"0","AMMO","FIOCCHI 12GA 2.75"" #1 BUCK","25RD 10BX/CS","A12EX9P","Fiocchi","12EX9P","22.94","12.00","","","1","","","762344713212","1.905","NO",""
"0","AMMO","FIOCCHI FLYWAY 12GA 2.75""","1-1/8OZ #4 1415FPS 25RD 10BX/C","A12FST4","Fiocchi","12FST4","20.31","15.71","14.91","","1","10","","762344713151","2.450","NO",""
"63","AMMO","FIOCCHI FLYWAY 12GA 2.75""","1-1/8OZ #6 1415FPS 25RD 10BX/C","A12FST6","Fiocchi","12FST6","20.31","15.71","14.91","","1","10","","762344713168","2.450","NO",""
"400","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-3/8OZ #4 25RD 10BX/CS","A12GP4","Fiocchi","12GP4","25.61","18.50","","","1","","","762344701844","2.750","NO",""
"17","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-3/8OZ #5 25RD 10BX/CS","A12GP5","Fiocchi","12GP5","25.61","22.35","21.22","","1","10","","762344701851","2.710","NO",""
"94","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-3/8OZ #6 25RD 10BX/CS","A12GP6","Fiocchi","12GP6","25.61","22.36","21.22","","1","10","","762344701868","2.790","NO",""
"0","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-1/4OZ #4 25RD 10BX/CS","A12GPB4","Fiocchi","12GPB4","25.1","19.77","18.76","","1","10","","762344712963","0.000","NO",""
"0","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-1/4OZ #6 25RD 10BX/CS","A12GPB6","Fiocchi","12GPB6","25.1","19.77","18.76","","1","10","","762344712970","0.000","NO",""
"135","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-3/8OZ #4 25RD 10BX/CS","A12GPX4","Fiocchi","12GPX4","26.84","22.68","21.53","","1","10","","762344703855","2.800","NO",""
"92","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-3/8OZ #5 25RD 10BX/CS","A12GPX5","Fiocchi","12GPX5","26.84","22.68","21.53","","1","10","","762344703862","2.770","NO",""
"0","AMMO","FIOCCHI GOLDEN PHEASANT 12GA","2.75"" 1-3/8OZ #6 25RD 10BX/CS","A12GPX6","Fiocchi","12GPX6","26.84","22.68","21.53","","1","10","","762344703879","2.800","NO",""
"295","AMMO","FIOCCHI 12GA 2.75"" 1-1/4OZ #4","1330FPS 25RD 10BX/CS","A12HV4","Fiocchi","12HV4","16.19","14.20","13.47","","1","10","","762344700250","2.550","NO",""
"91","AMMO","FIOCCHI 12GA 2.75"" 1-1/4OZ","#5 1330FPS 25RD 10BX/CS","A12HV5","Fiocchi","12hv5","16.19","14.20","13.47","","1","10","","762344700267","2.630","NO",""
"0","AMMO","FIOCCHI 12GA 2.75"" 1-1/4OZ","#6 1330FPS 25RD 10BX/CS","A12HV6","Fiocchi","12hv6","16.19","14.20","13.47","","1","10","","762344700274","2.600","NO",""
"0","AMMO","FIOCCHI 12GA 2.75"" 1-1/4OZ","#7.5 1330FPS 25RD 10BX/CS","A12HV75","Fiocchi","12HV75","17.79","14.20","13.47","","1","10","","762344700281","2.600","NO",""
"3","AMMO","FIOCCHI 12GA 2.75"" 1-1/4OZ","#8 1330FPS 25RD 10BX/CS","A12HV8","Fiocchi","12HV8","17.79","14.20","13.47","","1","10","","762344700304","2.630","NO",""
"5","AMMO","FIOCCHI 12GA 2.75"" 1-1/4OZ","#9 1330FPS 25RD 10BX/CS","A12HV9","Fiocchi","12HV9","17.79","14.20","13.47","","1","10","","762344700298","2.650","NO",""
"0","AMMO","FIOCCHI STEEL 12GA 2.75""","1-1/8OZ #4 25RD 10BX/CS","A12HVST4","Fiocchi","12HVST4","16.19","12.67","11.99","","1","10","","762344713175","2.415","NO",""
"0","AMMO","FIOCCHI STEEL 12GA 2.75""","1-1/8OZ #6 25RD 10BX/CS","A12HVST6","Fiocchi","12HVST6","16.19","12.67","11.99","","1","10","","762344713182","2.450","NO",""
"0","AMMO","FIOCCHI RUBBER BUCK 12GA 2.75""","15-PELLET 10RD 25BX/CS","A12LERB10","Fiocchi","12LERB10","22.94","12.67","11.99","","1","25","","762344005225","0.515","NO",""
"8","AMMO","FIOCCHI STEEL 12GA 2.75""","1-1/8OZ #7 1375FPS 250RD CASE","A12S1187","Fiocchi","12S1187","130.35","114.38","","","1","","","762344853666","24.050","NO",""
"7","AMMO","FIOCCHI 12GA 2.75"" 1-1/8OZ","#7.5 1200FPS 250RD CASE LOT","A12SD18H7","Fiocchi","12SD18H7","103.5","87.12","","","1","","","762344852829","24.450","NO",""
"50","AMMO","FIOCCHI 12GA 2.75"" 1-1/8OZ #8","1200FPS 250RD CASE LOT","A12SD18H8","Fiocchi","12SD18H8","103.5","87.12","","","1","","","762344852836","24.550","NO",""
"90","AMMO","FIOCCHI 12GA 2.75"" 1-1/8OZ","#7.5 1165FPS 250RD CASE LOT","A12SD18L7","Fiocchi","12SD18L7","103.5","87.12","","","1","","","762344852805","24.050","NO",""
"131","AMMO","FIOCCHI 12GA 2.75"" 1-1/8OZ #8","1165FPS 250RD CASE LOT","A12SD18L8","Fiocchi","12SD18L8","103.5","87.12","","","1","","","762344852812","24.250","NO",""
"0","AMMO","FIOCCHI 12GA 2.75"" 1-1/8OZ","#7.5 1250FPS 250RD CASE LOT","A12SD18X7","Fiocchi","12SD18X7","103.5","87.12","","","1","","","762344856438","24.300","NO",""
"56","AMMO","FIOCCHI 12GA 2.75"" 1-1/8OZ #8","1250FPS 250RD CASE LOT","A12SD18X8","Fiocchi","12SD18X8","103.5","87.12","","","1","","","762344856445","24.100","NO",""
