itemnumber,available,price1,price2,price3,qty1,qty2,qty3
GH002BSGB,5,"445.95","","","1","",""
GH002C,9,"299.95","","","1","",""
GH002VWP,3,"299.95","","","1","",""
GH003T,3,"466.95","","","1","",""
GH003TM,5,"500.95","","","1","",""
GH004,133,"453.95","","","1","",""
GH004AB,5,"766.95","","","1","",""
GH004AE,3,"787.95","","","1","",""
GH004AF,0,"866.95","","","1","",""
GH004D4,6,"1267.95","","","1","",""
GH004EMS,0,"866.95","","","1","",""
GH004ES,5,"900.95","","","1","",""
GH004FM,3,"866.95","","","1","",""
GH004GBA,6,"999.95","","","1","",""
GH004GE,3,"738.95","","","1","",""
GH004L,4,"464.95","","","1","",""
GH004LE,5,"866.95","","","1","",""
GH004M,0,"505.95","","","1","",""
GH004MAS,4,"866.95","","","1","",""
GH004MD4,5,"1307.95","","","1","",""
GH004ML,0,"519.95","","","1","",""
GH004MS2,0,"1000.95","","","1","",""
GH004S,11,"511.95","","","1","",""
GH004SAT,1,"934.95","","","1","",""
GH004SE,3,"686.95","","","1","",""
GH004SE2,1,"686.95","","","1","",""
GH004SEM,4,"725.95","","","1","",""
GH004SEV,9,"738.95","","","1","",""
GH004SFD,28,"579.95","","","1","",""
GH004SL,7,"526.95","","","1","",""
GH004SM,7,"553.95","","","1","",""
GH004SV,5,"566.95","","","1","",""
GH004SY,3,"511.95","","","1","",""
GH004TR,3,"1128.95","","","1","",""
GH004TT,4,"866.95","","","1","",""
GH004TX,3,"787.95","","","1","",""
GH004V,0,"520.95","","","1","",""
GH004VD4,9,"1287.95","","","1","",""
GH004VL,39,"532.95","","","1","",""
GH004Y,9,"466.95","","","1","",""
GH005,0,"234.95","","","1","",""
GH005MG,0,"234.95","","","1","",""
GH005S,3,"230.95","","","1","",""
GH006CD3,0,"1554.95","","","1","",""
GH006G,14,"810.95","","","1","",""
GH006GC,0,"810.95","","","1","",""
GH006GCD,11,"1564.95","","","1","",""
GH006GCL,1,"823.95","","","1","",""
GH006GCML,9,"871.95","","","1","",""
GH006GCR,0,"810.95","","","1","",""
GH006GD,1,"1618.95","","","1","",""
GH006GES,2,"1295.95","","","1","",""
GH006GL,3,"823.95","","","1","",""
GH006GM,0,"810.95","","","1","",""
GH006GMD,6,"1618.95","","","1","",""
GH006GML,3,"871.95","","","1","",""
GH006GMLL,5,"823.95","","","1","",""
GH006GMML,9,"871.95","","","1","",""
GH006GMR,78,"800.95","","","1","",""
GH006GR,8,"810.95","","","1","",""
GH006M327,0,"787.95","","","1","",""
GH006M41,0,"787.95","","","1","",""
GH006MD3,0,"1554.95","","","1","",""
GH006MR327,0,"787.95","","","1","",""
GH006MR41,0,"787.95","","","1","",""
GH006WL2,0,"1082.95","","","1","",""
GH009BG,6,"836.95","","","1","",""
GH009BGL,28,"851.95","","","1","",""
GH009BGWL,0,"1134.95","","","1","",""
GH009G,0,"761.95","","","1","",""
GH009G360BH,0,"761.95","","","1","",""
GH009GAW,0,"898.95","","","1","",""
GH009GCC,0,"898.95","","","1","",""
GH009GL,0,"776.95","","","1","",""
GH009GWL,0,"1273.95","","","1","",""
GH009X,0,"786.95","","","1","",""
GH009X360BH,11,"786.95","","","1","",""
GH010BG,0,"831.95","","","1","",""
GH010BGWL,0,"1134.95","","","1","",""
GH010G,0,"761.95","","","1","",""
GH010GAW,0,"898.95","","","1","",""
GH010GAWP,0,"961.95","","","1","",""
GH010GCC,0,"898.95","","","1","",""
GH010GWL,0,"1273.95","","","1","",""
GH010X,19,"786.95","","","1","",""
GH011,5,"2039.95","","","1","",""
GH011C,0,"2039.95","","","1","",""
GH011D25,1,"2810.95","","","1","",""
GH011D3,3,"2990.95","","","1","",""
GH011IF,3,"2380.95","","","1","",""
GH011R,5,"2039.95","","","1","",""
GH011SD,4,"3211.95","","","1","",""
GH012CX,11,"786.95","","","1","",""
GH012G,9,"761.95","","","1","",""
GH012GAW,0,"898.95","","","1","",""
GH012GC,7,"761.95","","","1","",""
GH012GCAW,0,"898.95","","","1","",""
GH012GCC,0,"898.95","","","1","",""
GH012GCCC,0,"898.95","","","1","",""
GH012GCL,3,"776.95","","","1","",""
GH012GCR,14,"745.95","","","1","",""
GH012GCRCC,0,"898.95","","","1","",""
GH012GL,0,"776.95","","","1","",""
GH012GM,11,"761.95","","","1","",""
GH012GMAW,0,"898.95","","","1","",""
GH012GMCC,0,"898.95","","","1","",""
GH012GML,5,"776.95","","","1","",""
GH012GMR,0,"761.95","","","1","",""
GH012GMRCC,0,"898.95","","","1","",""
GH012GR,0,"761.95","","","1","",""
GH012GRCC,0,"898.95","","","1","",""
GH012M327,0,"748.95","","","1","",""
GH012M41,0,"748.95","","","1","",""
GH012MR327,0,"748.95","","","1","",""
GH012MR41,0,"748.95","","","1","",""
GH012MX,1,"786.95","","","1","",""
GH012X,51,"786.95","","","1","",""
GH014223,0,"896.95","","","1","",""
GH014243,0,"896.95","","","1","",""
GH014308,0,"896.95","","","1","",""
GH01465,0,"896.95","","","1","",""
GH014D223,0,"1553.95","","","1","",""
GH014D243,0,"1553.95","","","1","",""
GH014D308,0,"1553.95","","","1","",""
GH014RP223,0,"926.95","","","1","",""
GH014S223,0,"896.95","","","1","",""
GH014S243,0,"896.95","","","1","",""
GH014S308,0,"896.95","","","1","",""
GH014S65,0,"896.95","","","1","",""
GH014WL223,0,"1553.95","","","1","",""
GH014WL243,0,"1553.95","","","1","",""
GH014WL308,0,"1553.95","","","1","",""
GH01512,4,"417.95","","","1","",""
GH01512S,6,"444.95","","","1","",""
GH01520,5,"417.95","","","1","",""
GH015223,0,"417.95","","","1","",""
GH015243,0,"417.95","","","1","",""
GH0153030,10,"417.95","","","1","",""
GH015308,0,"417.95","","","1","",""
GH015350,0,"417.95","","","1","",""
GH015357,0,"417.95","","","1","",""
GH015360BH,0,"420.95","","","1","",""
GH015410,0,"417.95","","","1","",""
GH01544,1,"417.95","","","1","",""
GH015450,0,"417.95","","","1","",""
GH0154570,0,"417.95","","","1","",""
GH015B12,4,"514.95","","","1","",""
GH015B20,7,"514.95","","","1","",""
GH015B357,7,"514.95","","","1","",""
GH015B410,0,"514.95","","","1","",""
GH015B44,9,"514.95","","","1","",""
GH015B4570,11,"514.95","","","1","",""
GH015T12,5,"545.95","","","1","",""
GH015T410,25,"545.95","","","1","",""
GH015Y20,7,"417.95","","","1","",""
GH015Y243,0,"417.95","","","1","",""
GH015Y410,0,"417.95","","","1","",""
GH016BD,0,"649.95","","","1","",""
GH016GD,0,"649.95","","","1","",""
GH017BDM,4,"649.95","","","1","",""
GH017GDM,8,"649.95","","","1","",""
GH018AH410,0,"761.95","","","1","",""
GH018BAH410,0,"848.95","","","1","",""
GH018G410,5,"796.95","","","1","",""
GH018G410R,0,"761.95","","","1","",""
GH018X410,0,"786.95","","","1","",""
GH018XAH410,0,"786.95","","","1","",""
GH023223,0,"912.95","","","1","",""
GH023300,0,"912.95","","","1","",""
GH0243030,21,"873.95","","","1","",""
GH02435,0,"873.95","","","1","",""
GH024360BH,5,"873.95","","","1","",""
GH0243855,0,"873.95","","","1","",""
GH024410,0,"873.95","","","1","",""
GH0244570,18,"873.95","","","1","",""
GH027H9,11,"655.95","","","1","",""
GH027H9G,2,"680.95","","","1","",""
GH027H9S,48,"645.95","","","1","",""
GH027NH9G,5,"680.95","","","1","",""
GH357ALC434NMCW,0,"529.95","","","1","",""
GH357ALC512NMCW,5,"489.95","","","1","",""
GH357CHBR434NMU,0,"464.40","","","1","",""
GH50R,0,"4100.00","","","1","",""
GH92044161,7,"598.50","","","1","",""
GH92044189,4,"639.95","","","1","",""
GH92044189EN2,18,"656.25","","","1","",""
GH92044201,1,"598.95","","","1","",""
GH9204424F1,5,"677.25","","","1","",""
GH9204424F9,9,"714.95","","","1","",""
GH92045161,4,"599.95","","","1","",""
GH92045189,2,"639.95","","","1","",""
GH92045201,5,"598.95","","","1","",""
GH9204524F1,3,"677.25","","","1","",""
GH9204524F9,5,"714.95","","","1","",""
GH92357161,1,"598.95","","","1","",""
GH92357189,1,"639.95","","","1","",""
GH92357189EN2,6,"656.25","","","1","",""
GH92357201,2,"599.95","","","1","",""
GH9235724F1,4,"677.95","","","1","",""
GH9235724F9,5,"714.95","","","1","",""
GHC,0,"9.52","","","1","",""
GHC9319B,6,"453.99","","","1","",""
GHC9319BLC,9,"463.00","","","1","",""
GHC9319BOSP,0,"490.00","","","1","",""
GHC9319BOSPCA,2,"490.00","","","1","",""
GHC9319BOSPLC,0,"490.00","","","1","",""
GHC9319BOSPMS,0,"490.00","","","1","",""
GHC9319BOSPSMSC,0,"652.00","","","1","",""
GHC9319F,0,"498.00","","","1","",""
GHC9319FOSP,0,"524.00","","","1","",""
GHC9319SOSPCA,0,"511.00","","","1","",""
GHC9389BTOSP,4,"602.00","","","1","",""
GHC9389BTOSPCT,0,"657.00","","","1","",""
GHC9389BTOSPMS,4,"602.00","","","1","",""
GHCBN223KA,0,"931.29","","","1","",""
GHCBN270,3,"909.09","","","1","",""
GHCBN300WMKA,4,"931.29","","","1","",""
GHCBN308KA,4,"931.29","","","1","",""
GHCBN65CKA,4,"931.29","","","1","",""
GHCBN65GRKA,0,"931.29","","","1","",""
GHCBN65PRCKA,1,"931.29","","","1","",""
GHCBN6ARCKA,0,"931.29","","","1","",""
GHCBN708KA,2,"931.29","","","1","",""
GHCBN7MMKA,2,"964.59","","","1","",""
GHCP9379BOSP,1,"502.00","","","1","",""
GHCP9379BOSPCA,0,"502.00","","","1","",""
GHCP9379BOSPLC,4,"502.00","","","1","",""
GHCP9379BOSPLCR,0,"557.00","","","1","",""
GHCP9379BOSPMS,0,"502.00","","","1","",""
GHCP9379BOSPRFX,0,"557.00","","","1","",""
GHCP9379FOSP,2,"535.00","","","1","",""
GHCP9449BTOSP,9,"516.00","","","1","",""
GHCP9449FTOSP,0,"549.00","","","1","",""
GHCRA73107USGMD,2,"1275.39","","","1","",""
GHCRACF308UAMDT,2,"1630.59","","","1","",""
GHCRACF308USMDT,0,"1630.59","","","1","",""
GHCSL243RHL,2,"870.91","","","1","",""
GHCSL243RWD,0,"870.91","","","1","",""
GHCSL243XK716,0,"935.95","","","1","",""
GHCSL308RHL,0,"870.91","","","1","",""
GHCSL308RWD,0,"870.91","","","1","",""
GHCSL308XK716,0,"931.29","","","1","",""
GHCSL65CRHL,0,"870.91","","","1","",""
GHCSL65CRWD,0,"870.91","","","1","",""
GHCSL65CRXK716,1,"931.29","","","1","",""
GHCSL708RHL,3,"870.91","","","1","",""
GHCSL708RWD,0,"870.91","","","1","",""
GHCSL708XK716,0,"935.95","","","1","",""
GHELLBREAKER,0,"220.47","","","1","",""
GHF357CH434NMUI,8,"529.95","","","1","",""
GHF357CHS434NM,4,"459.00","","","1","",""
GHF45ALC434NMCW,0,"529.95","","","1","",""
GHF45CH434NMUI,0,"571.89","","","1","",""
GHF45CHS12NM,4,"594.99","","","1","",""
GHF45CHS12NMUI,4,"637.89","","","1","",""
GHF45CHS434NM,6,"479.95","","","1","",""
GHF45CHS434NMCW,5,"546.59","","","1","",""
GHF45CHS512NM,7,"532.29","","","1","",""
GHF45R434NMCR,0,"599.95","","","1","",""
GHF45USM434COMB,0,"536.91","","","1","",""
GHG,18,"6.26","","","1","",""
GHG1916N,3,"839.95","","","1","",""
GHG2137N,0,"839.95","","","1","",""
GHG2797N,0,"854.95","","","1","",""
GHG3736N,0,"549.95","","","1","",""
GHG3774GN,0,"432.95","","","1","",""
GHG4,12,"21.88","","","1","",""
GHG4865N,0,"321.95","","","1","",""
GHG4865RGN,0,"382.95","","","1","",""
GHG4865TDGN,0,"382.95","","","1","",""
GHG4865WBN,0,"382.95","","","1","",""
GHG4865WGN,0,"382.95","","","1","",""
GHG4869N,7,"344.95","","","1","",""
GHG4869TN,0,"344.95","","","1","",""
GHG5479N,0,"691.95","","","1","",""
GHG5610TN,0,"349.95","","","1","",""
GHG5635N,2,"449.95","","","1","",""
GHG5636ADN,0,"472.95","","","1","",""
GHG5636BBN,9,"409.95","","","1","",""
GHG5636GNBN,0,"454.95","","","1","",""
GHG5636N,0,"409.95","","","1","",""
GHG5637N,0,"409.95","","","1","",""
GHG5643N,0,"349.95","","","1","",""
GHG6501N,0,"699.95","","","1","",""
GHG6594N,5,"449.95","","","1","",""
GHG6595N,5,"416.65","","","1","",""
GHG6610TN,0,"554.95","","","1","",""
GHG6815N,10,"549.95","","","1","",""
GHG7010CN,0,"809.95","","","1","",""
GHG7010N,7,"754.95","","","1","",""
GHG7159N,2,"409.95","","","1","",""
GHG7416N,2,"692.95","","","1","",""
GHG7605N,3,"889.95","","","1","",""
GHG7620BDN,0,"354.95","","","1","",""
GHG7620DN,0,"354.95","","","1","",""
GHG7620N,0,"349.95","","","1","",""
GHG7651N,0,"349.95","","","1","",""
GHG7854N,0,"804.95","","","1","",""
GHG7854VN,0,"929.95","","","1","",""
GHG7864N,0,"805.55","","","1","",""
GHG7882BDN,21,"404.95","","","1","",""
GHG7882DN,18,"404.95","","","1","",""
GHG7882N,33,"404.95","","","1","",""
GHG7883BDN,10,"404.95","","","1","",""
GHG7883DN,22,"404.95","","","1","",""
GHG7883N,3,"404.95","","","1","",""
GHG7884N,0,"404.95","","","1","",""
GHG7885N,0,"404.95","","","1","",""
GHG7886N,0,"1372.95","","","1","",""
GHG7887N,0,"1459.95","","","1","",""
GHG7888N,0,"1459.95","","","1","",""
GHG8000N,0,"886.95","","","1","",""
GHG9401N,0,"339.95","","","1","",""
GHG9402N,14,"309.95","","","1","",""
GHGL,2,"30.00","","","1","",""
GHGM,0,"30.00","","","1","",""
GHGP2243B,0,"576.09","","","1","",""
GHGP2250B,0,"576.09","","","1","",""
GHGP2270B,2,"620.49","","","1","",""
GHGP23006B,3,"620.49","","","1","",""
GHGP2300B,2,"642.69","","","1","",""
GHGP2308B,0,"576.09","","","1","",""
GHGP23PRCB,0,"642.69","","","1","",""
GHGP265B,2,"603.95","","","1","",""
GHGP265PRCB,1,"642.69","","","1","",""
GHGP2708B,3,"576.09","","","1","",""
GHGP27MMB,9,"548.95","","","1","",""
GHGP7156N,10,"499.95","","","1","",""
GHGP7157N,9,"529.95","","","1","",""
GHGR223NTXK7,0,"405.95","","","1","",""
GHGR243GRNYTH,65,"429.95","","","1","",""
GHGR308GRNYTH,25,"399.99","","","1","",""
GHGR71232,1,"465.09","","","1","",""
GHGR72132,2,"465.09","","","1","",""
GHGR72512,0,"542.79","","","1","",""
GHGR72532,2,"465.09","","","1","",""
GHGR72632,1,"487.29","","","1","",""
GHGR73112,0,"542.79","","","1","",""
GHGR73132,0,"465.09","","","1","",""
GHGR73232,0,"487.29","","","1","",""
GHGR73332,2,"487.29","","","1","",""
GHGR73532,0,"487.29","","","1","",""
GHGR73732,2,"487.29","","","1","",""
GHGR75532,0,"487.29","","","1","",""
GHGR7MMPRCBS,1,"619.95","","","1","",""
GHGR7MMPRCGS,5,"619.95","","","1","",""
GHGR7MMSG,1,"564.99","","","1","",""
GHHERA308BLK,0,"642.69","","","1","",""
GHHERA308ODG,0,"642.69","","","1","",""
GHHERA308TAN,0,"642.69","","","1","",""
GHHERA65CBLK,2,"642.69","","","1","",""
GHHERA65CODG,0,"642.69","","","1","",""
GHHERA65CTAN,2,"642.69","","","1","",""
GHL916556B,1,"1546.00","","","1","",""
GHL920556BCA,2,"1574.00","","","1","",""
GHMA22ARCB,0,"465.95","","","1","",""
GHMA22ARCBLKGP,0,"509.95","","","1","",""
GHMA22ARCG,0,"465.95","","","1","",""
GHMA22ARCGGP,0,"509.95","","","1","",""
GHMA350GYTH,8,"409.95","","","1","",""
GHMA762GYTH,51,"409.95","","","1","",""
GHMXL223B,1,"576.09","","","1","",""
GHMXL6ARCB,0,"576.09","","","1","",""
GHOANGEL30,14,"19.20","","","1","",""
GHOG43PLUS2,16,"7.35","","","1","",""
GHOG43X48PLUS2,11,"13.00","","","1","",""
GHOG43X48PLUS4,0,"13.00","","","1","",""
GHOGCSCK,32,"6.00","","","1","",""
GHOGLPLUSBLUE,8,"13.00","","","1","",""
GHOGLPLUSFDE,29,"13.00","","","1","",""
GHOGLPLUSOR,10,"13.00","","","1","",""
GHOMPXMOABBLK,9,"9.50","","","1","",""
GHOST45,0,"669.00","","","1","",""
GHOTACS,8,"11.00","","","1","",""
GHP1820,0,"250.70","","","1","",""
GHP9201,3,"618.00","","","1","",""
GHR38B2RWP,18,"283.80","","","1","",""
GHR38B2W,14,"259.25","","","1","",""
GHR38B2WP,8,"283.80","","","1","",""
GHR38B3RWP,21,"283.80","","","1","",""
GHR38B3W,0,"259.25","","","1","",""
GHR38B3WP,14,"283.80","","","1","",""
GHRA73107USGMDT,0,"1275.39","","","1","",""
GHWH22ARC,0,"553.95","","","1","",""
GHWH22ARCLUX,0,"642.95","","","1","",""
GHWH243LUX,2,"642.95","","","1","",""
GHWH243T,0,"553.89","","","1","",""
GHWH250LUX,3,"642.69","","","1","",""
GHWH250T,0,"553.89","","","1","",""
GHWH270LUX,0,"664.95","","","1","",""
GHWH270T,0,"576.09","","","1","",""
GHWH3006LUX,0,"664.95","","","1","",""
GHWH3006T,0,"576.09","","","1","",""
GHWH300SNTC,2,"642.95","","","1","",""
GHWH300T,2,"576.09","","","1","",""
GHWH308LUX,0,"642.69","","","1","",""
GHWH308T,0,"553.89","","","1","",""
GHWH308TS,1,"698.19","","","1","",""
GHWH350HB,0,"553.89","","","1","",""
GHWH3PRCT,0,"499.95","","","1","",""
GHWH65CLUX,0,"642.69","","","1","",""
GHWH65CT,0,"553.89","","","1","",""
GHWH65CTS,1,"698.19","","","1","",""
GHWH65PRCLUX,0,"664.95","","","1","",""
GHWH65PRCT,2,"576.09","","","1","",""
GHWH708LUX,0,"642.69","","","1","",""
GHWH708T,0,"553.89","","","1","",""
GHWH7MMLUX,0,"664.95","","","1","",""
GHWH7MMT,2,"576.09","","","1","",""
GHWHSL24316,0,"556.95","","","1","",""
GHWHSL308,0,"553.89","","","1","",""
GHWHSL30816,0,"553.89","","","1","",""
GHWHSL65CR,0,"553.89","","","1","",""
GHWHSL65CR16,2,"553.89","","","1","",""
GHWHSL70816,0,"556.95","","","1","",""
GICA2R5B16MS,1,"1919.95","","","1","",""
GICA5R5B14P,3,"2204.95","","","1","",""
GICA5R5B16,2,"2204.95","","","1","",""
GICA5R5CK16,2,"2349.95","","","1","",""
GICA5R5PBC16,2,"2349.95","","","1","",""
GICDIR35B16L,1,"1419.95","","","1","",""
GICDIR5B16,1,"1399.95","","","1","",""
GICDIR5B16ML,1,"1409.95","","","1","",""
GICER5B16,0,"2179.95","","","1","",""
GICP9B8,3,"1554.95","","","1","",""
GICP9CK8,2,"1699.95","","","1","",""
GICP9ODG8,1,"1699.95","","","1","",""
GICP9PBC8,1,"1699.95","","","1","",""
GICP9TG8,1,"1699.95","","","1","",""
GICR5B16SPR,1,"2009.95","","","1","",""
GICR5CK16SPR,1,"2090.95","","","1","",""
GICR5TG16SPRBT,0,"2079.95","","","1","",""
GICR9B16,9,"1554.95","","","1","",""
GICR9CK16,2,"1699.95","","","1","",""
GICR9ODG16,2,"1699.95","","","1","",""
GICR9PBC16,2,"1699.95","","","1","",""
GICR9TG16,2,"1699.95","","","1","",""
GID21228MAG,0,"1538.19","","","1","",""
GID22028MAG,1,"1369.99","","","1","",""
GIJ01ODRIFLE,14,"600.00","","","1","",""
GIJ01RIFLE,1,"681.25","","","1","",""
GIJ08,2,"591.87","","","1","",""
GIJ08PORTED,3,"657.27","","","1","",""
GIJ09,1,"612.58","","","1","",""
GIJ12,2,"533.01","","","1","",""
GIJ15,9,"751.01","","","1","",""
GIJ17,1,"612.58","","","1","",""
GIJ25,2,"684.52","","","1","",""
GIJ26,5,"749.92","","","1","",""
GIJ28,4,"675.80","","","1","",""
GIJ29,1,"684.52","","","1","",""
GIJ30,0,"749.92","","","1","",""
GIJ34,3,"900.34","","","1","",""
GIJ35,2,"965.74","","","1","",""
GIJ36,0,"955.44","","","1","",""
GIJ37,0,"965.74","","","1","",""
GIJ38,0,"1340.70","","","1","",""
GIJ39,2,"1340.70","","","1","",""
GIJ40,0,"1351.60","","","1","",""
GIJ41,5,"1351.60","","","1","",""
GIJ42,2,"1209.90","","","1","",""
GIJ43,2,"1209.90","","","1","",""
GIJ46,3,"533.01","","","1","",""
GIJ50012,0,"239.80","","","1","",""
GIJ5001226,0,"239.80","","","1","",""
GIJ50012MAX526,0,"305.20","","","1","",""
GIJ50012MAX528,0,"305.20","","","1","",""
GIJ50012MAX5SM,3,"392.40","","","1","",""
GIJ50012PGBLKTK,4,"289.94","","","1","",""
GIJ50012S26,0,"223.45","","","1","",""
GIJ50012S28,18,"223.45","","","1","",""
GIJ50012S30,0,"223.45","","","1","",""
GIJ50012SYNSM,0,"320.46","","","1","",""
GIJ50012WOODSM,3,"334.63","","","1","",""
GIJ50020,0,"263.78","","","1","",""
GIJ5002026,0,"263.78","","","1","",""
GIJ600,0,"397.85","","","1","",""
GIJ60012LW26S,0,"376.05","","","1","",""
GIJ60012LW28S,0,"376.05","","","1","",""
GIJ60012LW30S,0,"376.05","","","1","",""
GIJ60012SE30C,0,"441.45","","","1","",""
GIJ60020,1,"397.85","","","1","",""
GIJ60020E,0,"441.45","","","1","",""
GIJ60020LW26S,0,"376.05","","","1","",""
GIJ60020LW28S,0,"376.05","","","1","",""
GIJ60020S,0,"397.85","","","1","",""
GIJ60020SE30,0,"441.45","","","1","",""
GIJ60028,0,"397.85","","","1","",""
GIJ60028LW28S,0,"376.05","","","1","",""
GIJ600410BC,0,"397.85","","","1","",""
GIJ600410BE,0,"441.45","","","1","",""
GIJ600410LW28S,0,"376.05","","","1","",""
GIJ600410SC,0,"397.85","","","1","",""
GIJ600410SE,0,"441.45","","","1","",""
GIJ600410SE30C,0,"441.45","","","1","",""
GIJ600E,1,"441.45","","","1","",""
GIJ7001224BOTTK,1,"155.00","","","1","",""
GIJ7001224MOR,0,"169.95","","","1","",""
GIJ7002018C,0,"124.95","","","1","",""
GIJ7002018SC,22,"99.99","","","1","",""
GIJ7002018SYC,0,"119.95","","","1","",""
GIJ7002018YC,0,"124.95","","","1","",""
GIJ7002024SYC,12,"119.95","","","1","",""
GIJ7002024YC,0,"124.95","","","1","",""
GIJ7002026C,0,"124.94","","","1","",""
GIJ7002026SC,0,"119.95","","","1","",""
GIJ70041018C,0,"124.95","","","1","",""
GIJ70041018SC,0,"119.95","","","1","",""
GIJ70041018SYC,0,"119.95","","","1","",""
GIJ70041018YC,0,"124.95","","","1","",""
GIJ70041024SR,0,"139.95","","","1","",""
GIJ70041024SYC,0,"119.95","","","1","",""
GIJ70041024YC,0,"124.95","","","1","",""
GIJ70041026C,0,"124.95","","","1","",""
GIJ70041026SC,0,"119.95","","","1","",""
GIJ8001220,0,"408.75","","","1","",""
GIJ8001228,0,"408.75","","","1","",""
GIJAR1512,4,"319.95","","","1","",""
GIJAR1512N,0,"319.95","","","1","",""
GIJBOA,1,"634.38","","","1","",""
GIJCH,6,"634.38","","","1","",""
GIJEAGLEXL45RIF,2,"1471.50","","","1","",""
GIJEAGLEXLDS,5,"926.95","","","1","",""
GIJRATTLESNAKE,2,"634.38","","","1","",""
GIJSWAMPSNAKE,3,"850.20","","","1","",""
GIJWM,2,"634.38","","","1","",""
GILM130,0,"1237.50","","","1","",""
GILM140,1,"1237.50","","","1","",""
GILM1911,0,"920.70","","","1","",""
GJ131C11PRO,1,"1385.00","","","1","",""
GJ131M2PC18,0,"1760.00","","","1","",""
GJ131M2PFC18,0,"1900.00","","","1","",""
GJ131M2TP18G,0,"1480.00","","","1","",""
GJ131M2TP18GR,0,"1550.00","","","1","",""
GJ131M2TT18,0,"1430.00","","","1","",""
GJ131M2TT18F,0,"1490.00","","","1","",""
GJ131M2TT18G,0,"1490.00","","","1","",""
GJ131M2TT18GR,0,"1490.00","","","1","",""
GJ20X22R8,0,"400.00","","","1","",""
GJ20X22R8M2,7,"480.00","","","1","",""
GJ20X22R8M3,0,"480.00","","","1","",""
GJ20X22R8TB,6,"400.00","","","1","",""
GJ30X32R8,10,"420.00","","","1","",""
GJ30X32R8TB,4,"420.00","","","1","",""
GJ320500CA,2,"500.00","","","1","",""
GJ32BR18,0,"800.00","","","1","",""
GJ32CG11,13,"860.00","","","1","",""
GJ32CG511,6,"860.00","","","1","",""
GJ32CM11,0,"980.00","","","1","",""
GJ32CP14,4,"1060.00","","","1","",""
GJ32CP14F1,9,"1120.00","","","1","",""
GJ32CT11,4,"860.00","","","1","",""
GJ32CT511,0,"860.00","","","1","",""
GJ32GY18,4,"800.00","","","1","",""
GJ32KU14,0,"790.00","","","1","",""
GJ32KU24,4,"790.00","","","1","",""
GJ32SB18,2,"1020.00","","","1","",""
GJ32SGB10,0,"895.00","","","1","",""
GJ32SGB28,0,"829.95","","","1","",""
GJ32SGS10,1,"895.00","","","1","",""
GJ32SN18,0,"1100.00","","","1","",""
GJ32TA18,4,"1045.00","","","1","",""
GJ32TJ10,10,"1060.00","","","1","",""
GJ32TS18,0,"790.00","","","1","",""
GJ32TS28,0,"790.00","","","1","",""
GJ32TT18,10,"725.00","","","1","",""
GJ32TT28,9,"725.00","","","1","",""
GJ32TU18,0,"790.00","","","1","",""
GJ32TU28,0,"790.00","","","1","",""
GJ40AA26,1,"1460.00","","","1","",""
GJ40AA28,5,"1460.00","","","1","",""
GJ40AA86,3,"1460.00","","","1","",""
GJ40AA88,4,"1460.00","","","1","",""
GJ40AK16,2,"1530.00","","","1","",""
GJ40AK18,3,"1530.00","","","1","",""
GJ40AK18L,0,"1550.00","","","1","",""
GJ40AN16,0,"1580.00","","","1","",""
GJ40AN18,0,"1580.00","","","1","",""
GJ40AN26,0,"1580.00","","","1","",""
GJ40AN28,0,"1580.00","","","1","",""
GJ40AN88,2,"1485.00","","","1","",""
GJ40AW16,0,"1460.00","","","1","",""
GJ40AW18,2,"1460.00","","","1","",""
GJ40AW18L,0,"1480.00","","","1","",""
GJ40AY26,3,"1530.00","","","1","",""
GJ40AY28,2,"1530.00","","","1","",""
GJ40CS10,0,"2540.00","","","1","",""
GJ40CT10,3,"2610.00","","","1","",""
GJ40CT12,3,"2610.00","","","1","",""
GJ410SSAS026,0,"115.95","","","1","",""
GJ410SSAS028,0,"125.00","","","1","",""
GJ410SSAW026,0,"132.00","","","1","",""
GJ410SSAW028,0,"140.00","","","1","",""
GJ42CJ10,1,"1665.00","","","1","",""
GJ42CJ12,2,"1665.00","","","1","",""
GJ42CJ18,1,"1665.00","","","1","",""
GJ42CJ18V,0,"1665.00","","","1","",""
GJ42CK10,2,"1775.00","","","1","",""
GJ42CK12,3,"1775.00","","","1","",""
GJ42CK18,4,"1775.00","","","1","",""
GJ42XC18,0,"1620.00","","","1","",""
GJ42XC18L,3,"1575.00","","","1","",""
GJ42XD10,0,"1520.00","","","1","",""
GJ42XD16,4,"1520.00","","","1","",""
GJ42XD18,7,"1520.00","","","1","",""
GJ42XD18L,0,"1560.00","","","1","",""
GJ42XD28,7,"1520.00","","","1","",""
GJ42XF18,0,"1620.00","","","1","",""
GJ42XF18L,2,"1575.00","","","1","",""
GJ42XG10,2,"1575.00","","","1","",""
GJ42XG16,3,"1620.00","","","1","",""
GJ42XG18,3,"1620.00","","","1","",""
GJ42XM10,0,"1620.00","","","1","",""
GJ42XM16,3,"1620.00","","","1","",""
GJ42XM18,1,"1620.00","","","1","",""
GJ42XM28,0,"1620.00","","","1","",""
GJ42XN10,0,"1620.00","","","1","",""
GJ42XN16,1,"1620.00","","","1","",""
GJ42XN18,0,"1620.00","","","1","",""
GJ42XN28,0,"1620.00","","","1","",""
GJ42XQ18,0,"1620.00","","","1","",""
GJ42XS10,0,"1620.00","","","1","",""
GJ42XS16,2,"1620.00","","","1","",""
