itemnumber,available,price1,price2,price3,qty1,qty2,qty3
AHDY823394,63,"50.36","47.80","","1","10",""
AHDY8241,0,"57.99","55.06","","1","10",""
AHDY82453,233,"38.79","36.81","","1","10",""
AHDY8262,10,"128.40","121.87","","1","6",""
AHDY8264,2,"170.89","167.20","","1","6",""
AHDY82666,0,"92.69","87.98","","1","6",""
AHDY82667,0,"95.76","90.89","","1","6",""
AHDY8270,411,"76.22","72.34","","1","10",""
AHDY82730,564,"26.95","25.58","","1","10",""
AHDY82731,238,"31.95","30.19","","1","10",""
AHDY82732,0,"27.31","25.92","","1","10",""
AHDY82733,72,"30.99","29.43","","1","10",""
AHDY82735,165,"33.18","31.49","","1","10",""
AHDY82738,0,"54.99","52.23","","1","10",""
AHDY82741,131,"44.52","42.26","","1","10",""
AHDY82742,0,"36.11","34.27","","1","10",""
AHDY82744,136,"40.99","38.98","","1","10",""
AHDY82747,42,"36.77","34.90","","1","10",""
AHDY82750,0,"40.99","38.98","","1","10",""
AHDY8277,0,"35.62","33.81","","1","10",""
AHDY83005,0,"20.92","19.86","","1","10",""
AHDY8302,0,"20.56","19.51","","1","10",""
AHDY8307,0,"41.25","39.16","","1","10",""
AHDY8316,349,"20.83","19.77","","1","10",""
AHDY83170,1043,"14.43","13.70","","1","40",""
AHDY83171,164,"16.15","15.33","","1","40",""
AHDY83172,495,"14.43","13.70","","1","40",""
AHDY83177,1609,"8.74","","","1","",""
AHDY83200,6677,"12.95","","","1","",""
AHDY83202,3997,"11.99","","","1","",""
AHDY83204,1712,"20.83","19.77","","1","10",""
AHDY83206,954,"20.83","19.77","","1","10",""
AHDY83209,116,"23.02","21.85","","1","10",""
AHDY8324,151,"30.07","28.54","","1","10",""
AHDY83266,33,"23.10","21.93","","1","10",""
AHDY8327,541,"21.84","20.73","","1","10",""
AHDY83292,18,"25.81","24.49","","1","10",""
AHDY8334,30,"27.09","","","1","",""
AHDY8336,255,"24.84","23.58","","1","10",""
AHDY83366,308,"25.91","24.60","","1","10",""
AHDY8337,405,"24.84","23.58","","1","10",""
AHDY8343,5,"29.19","27.71","","1","10",""
AHDY83433,75,"29.19","27.71","","1","10",""
AHDY83464,14,"23.75","22.55","","1","10",""
AHDY8347,63,"25.97","24.65","","1","10",""
AHDY834814,73,"28.39","26.95","","1","10",""
AHDY8508,18,"84.30","79.99","","1","6",""
AHDY85507,4,"36.33","34.48","","1","10",""
AHDY8552,20,"33.38","31.68","","1","10",""
AHDY8553,18,"32.57","30.91","","1","10",""
AHDY85578,40,"36.33","34.48","","1","10",""
AHDY85586,16,"49.67","47.14","","1","10",""
AHDY86222,248,"14.93","14.17","","1","10",""
AHDY86224,42,"14.93","14.17","","1","10",""
AHDY8623,4101,"12.56","11.92","","1","20",""
AHDY86230,326,"13.95","13.24","","1","20",""
AHDY86231,436,"7.25","","","1","",""
AHDY86232,325,"12.56","11.92","","1","20",""
AHDY86233,244,"13.95","13.24","","1","20",""
AHDY86234,1224,"8.41","7.99","","1","20",""
AHDY86236,1114,"13.50","","","1","",""
AHDY86238,0,"17.91","17.00","","1","10",""
AHDY86240,0,"14.08","13.36","","1","10",""
AHDY86243,493,"13.51","12.82","","1","10",""
AHDY86249,0,"13.06","12.40","","1","10",""
AHDY86271,578,"11.30","10.73","","1","20",""
AHDY86274,0,"11.35","10.77","","1","10",""
AHDY90000,0,"23.59","","","1","",""
AHDY90001,0,"21.57","","","1","",""
AHDY90012,0,"20.41","19.38","","1","10",""
AHDY90014,0,"22.95","21.78","","1","10",""
AHDY90044,395,"20.99","","","1","",""
AHDY90061,78,"28.67","27.22","","1","10",""
AHDY90062,29,"21.25","20.17","","1","10",""
AHDY90063,0,"22.95","21.78","","1","10",""
AHDY90080,7,"22.11","20.99","","1","10",""
AHDY90104,83,"17.78","16.88","","1","10",""
AHDY90216,0,"25.08","23.80","","1","10",""
AHDY90224,86,"17.78","16.88","","1","10",""
AHDY90226,12,"25.08","23.80","","1","10",""
AHDY90236,91,"25.08","23.80","","1","10",""
AHDY90240,7,"22.49","21.35","","1","10",""
AHDY90242,73,"20.41","19.38","","1","10",""
AHDY90244,0,"17.78","16.88","","1","10",""
AHDY90250,2762,"22.49","21.35","","1","10",""
AHDY90268,0,"28.19","","","1","",""
AHDY90281,441,"23.99","","","1","",""
AHDY90282,50,"20.41","19.38","","1","10",""
AHDY90287,102,"21.10","20.03","","1","10",""
AHDY90300,56,"24.99","23.79","","1","10",""
AHDY90310,26,"24.99","23.79","","1","10",""
AHDY90311,1423,"18.99","","","1","",""
AHDY90324,35,"17.78","16.88","","1","10",""
AHDY90362,0,"23.31","22.12","","1","10",""
AHDY90500,67,"27.52","26.12","","1","10",""
AHDY90504,0,"17.78","16.88","","1","10",""
AHDY90511,18,"27.99","26.59","","1","10",""
AHDY9052,37,"32.49","30.83","","1","10",""
AHDY90562,6,"25.75","24.44","","1","10",""
AHDY90608,0,"30.15","","","1","",""
AHDY90700,0,"23.66","22.46","","1","10",""
AHDY9077,45,"22.57","21.43","","1","10",""
AHDY9078,130,"23.71","22.50","","1","10",""
AHDY9080,88,"23.73","22.52","","1","10",""
AHDY9083,76,"29.97","28.45","","1","10",""
AHDY9085,91,"23.73","22.52","","1","10",""
AHDY90868,0,"29.95","","","1","",""
AHDY9088,73,"23.73","22.52","","1","10",""
AHDY90900,9,"25.17","23.89","","1","10",""
AHDY90904,35,"17.78","16.88","","1","10",""
AHDY90926,26,"25.75","24.44","","1","10",""
AHDY90933,20,"31.67","","","1","",""
AHDY9096,3,"22.24","21.11","","1","10",""
AHDY90971,441,"21.83","20.72","","1","10",""
AHDY91000,9,"24.66","23.41","","1","10",""
AHDY9112,23,"20.46","19.42","","1","10",""
AHDY9115,0,"21.84","20.73","","1","10",""
AHDY9122,51,"21.24","20.16","","1","10",""
AHDY91224,38,"17.77","","","1","",""
AHDY91256,11,"26.17","24.84","","1","10",""
AHDY9126,40,"21.24","20.16","","1","10",""
AHDY91267,276,"26.95","","","1","",""
AHDY91268,0,"28.19","","","1","",""
AHDY91296,9,"26.73","25.37","","1","10",""
AHDY9131,17,"21.36","20.27","","1","10",""
AHDY91318,0,"36.16","34.32","","1","10",""
AHDY9132,8,"20.48","19.44","","1","10",""
AHDY91340,0,"24.66","23.41","","1","10",""
AHDY91361,87,"30.62","29.06","","1","10",""
AHDY91364,0,"17.78","16.88","","1","10",""
AHDY91369,197,"16.95","","","1","",""
AHDY91376,17,"25.08","23.80","","1","10",""
AHDY9138,0,"35.87","34.05","","1","10",""
AHDY9148,30,"33.90","32.18","","1","10",""
AHDY91488,0,"36.67","","","1","",""
AHDY9150,38,"33.90","32.18","","1","10",""
AHDY9151,16,"38.68","36.71","","1","10",""
AHDY9152,0,"35.99","34.16","","1","10",""
AHDY9153,14,"40.69","38.62","","1","10",""
AHDY91558,0,"38.78","","","1","",""
AHDY9245,52,"34.85","33.07","","1","10",""
AHDY9249,218,"59.95","","","1","",""
AHDY9251,78,"71.00","67.39","","1","10",""
AHDY9252,16,"69.82","66.27","","1","10",""
AHDY92528,0,"73.50","","","1","",""
AHDY92755,0,"25.23","23.95","","1","10",""
AHDY92782,60,"23.71","22.50","","1","10",""
AHDY92790,0,"25.17","23.89","","1","10",""
AHDY92792,0,"23.71","22.50","","1","10",""
AHEKIT,13,"23.42","","","1","",""
AHL1515,0,"40.80","","","1","",""
AHRMT,2,"19.49","","","1","",""
AHS1007,0,"30.79","29.22","","1","10",""
AHS1009,0,"30.79","29.22","","1","10",""
AHS13567,29,"40.59","38.53","","1","10",""
AHS1509,6,"27.20","","","1","",""
AHS28002,10,"26.22","24.89","","1","10",""
AHS28003,25,"26.22","24.89","","1","10",""
AHS28004,20,"26.22","24.89","","1","10",""
AHS28567,84,"25.83","24.52","","1","10",""
AHS29002,0,"25.81","24.49","","1","10",""
AHS29003,4,"25.81","24.49","","1","10",""
AHS33345,156,"10.99","","","1","",""
AHS4007,12,"61.56","58.43","","1","10",""
AHS4009,24,"61.56","58.43","","1","10",""
AHS41205,45,"37.93","36.00","","1","10",""
AHS41255,24,"32.82","31.15","","1","10",""
AHS43030,9,"63.71","60.47","","1","10",""
AHS43035,76,"68.56","65.07","","1","10",""
AHS4507,77,"69.27","65.74","","1","10",""
AHS4509,54,"69.27","65.74","","1","10",""
AHS51306,0,"57.44","54.52","","1","10",""
AHS53206,3,"59.89","56.84","","1","10",""
AHS53284,17,"53.69","50.96","","1","10",""
AHS53286,12,"53.69","50.96","","1","10",""
AHS53304,18,"60.99","57.92","","1","10",""
AHS53306,0,"60.99","57.92","","1","10",""
AHS567,18,"25.85","24.54","","1","10",""
AHS60002,0,"19.87","18.86","","1","10",""
AHS60003,0,"19.87","18.86","","1","10",""
AHS60004,0,"19.87","18.86","","1","10",""
AHS60088,8,"19.87","18.86","","1","10",""
AHS61222,2,"18.74","17.79","","1","10",""
AHS62002,0,"18.46","17.52","","1","10",""
AHS62003,0,"18.46","17.52","","1","10",""
AHS65002,0,"23.54","22.34","","1","10",""
AHS65004,19,"23.54","22.34","","1","10",""
AHS65088,8,"23.54","22.34","","1","10",""
AHS7007,15,"53.87","51.13","","1","10",""
AHS7009,19,"53.87","51.13","","1","10",""
AHS7109,73,"48.99","46.55","","1","10",""
AHS7287,114,"39.99","37.99","","1","10",""
AHS7289,117,"39.99","37.99","","1","10",""
AHSLR,5,"39.44","","","1","",""
AHT10200PN,0,"16.94","","","1","",""
AHT357200HC,19,"18.99","","","1","",""
AHT41250HC,0,"25.79","","","1","",""
AHT44240JHP,14,"21.37","","","1","",""
AHT44320HC,0,"22.75","","","1","",""
AHT454240JHP,44,"33.11","","","1","",""
AHT454335HC,0,"32.71","","","1","",""
AHT45C335HC,17,"23.95","","","1","",""
AHT460SW395,0,"47.69","","","1","",""
AHT500SW27512,22,"41.46","","","1","",""
AHT500SW350FMJ,0,"28.52","","","1","",""
AHT500SW440HC,0,"31.41","","","1","",""
AHUTM,4,"16.87","","","1","",""
AHXDEKIT,0,"35.15","","","1","",""
AIG308,15841,"15.75","","","1","",""
AIG556,0,"7.99","","","1","",""
AIG76239,2277,"9.35","","","1","",""
AIG9MM,0,"11.75","11.25","10.75","1","20","1740"
AIR39X40AOTB,2,"62.55","","","1","",""
AIR412X44AOIRTB,0,"73.95","","","1","",""
AIR4X32AOTB,4,"47.75","","","1","",""
AIRRATTLERBB,2,"129.95","","","1","",""
AK133S,2,"82.00","","","1","",""
AK1401A,4,"32.25","","","1","",""
AK140S,1,"64.00","","","1","",""
AK20016,2,"76.42","","","1","",""
AK2010,2,"19.28","","","1","",""
AK352US,3,"74.00","","","1","",""
AK360,0,"669.00","","","1","",""
AK360TI,0,"1127.00","","","1","",""
AK47TA,0,"26.40","","","1","",""
AKA1,4,"9.65","","","1","",""
AKA19,30,"11.55","","","1","",""
AKA23,21,"12.75","","","1","",""
AKA5,8,"10.35","","","1","",""
AKA6,18,"9.65","","","1","",""
AKABA5,0,"8.08","","","1","",""
AKALPHAMDMPIC,3,"64.95","","","1","",""
AKALPHAMDMT2,2,"64.95","","","1","",""
AKAMMOF950,0,"75.25","","","1","",""
AKB3,10,"14.88","","","1","",""
AKBOON3,16,"24.41","","","1","",""
AKBRAC4,0,"4.15","","","1","",""
AKBRAP4,0,"4.15","","","1","",""
AKC1,0,"9.27","","","1","",""
AKCC5,0,"8.32","","","1","",""
AKCF3,76,"15.63","","","1","",""
AKDD5,0,"8.32","","","1","",""
AKG1503,11,"13.60","","","1","",""
AKGCC,17,"15.38","","","1","",""
AKM1485,5,"85.00","","","1","",""
AKM1491,0,"85.00","","","1","",""
AKM1497,5,"85.00","","","1","",""
AKPEAS1,16,"3.99","","","1","",""
AKPR5,0,"7.68","","","1","",""
AKRAD1,45,"5.35","","","1","",""
AKRAPE1,40,"4.58","","","1","",""
AKRBC5,0,"8.32","","","1","",""
AKSB1,6,"9.74","","","1","",""
AKSL30,8,"12.75","","","1","",""
AKSLCTR,0,"37.50","","","1","",""
AKTURN1,27,"5.16","","","1","",""
AKUBA5,0,"8.32","","","1","",""
AL10MM6,109,"32.78","31.11","","1","10",""
AL223R3,0,"13.75","12.99","","1","10",""
AL223R7,27,"21.00","19.94","","1","10",""
AL223R8,8,"20.20","19.17","","1","10",""
AL286B,1,"76.95","","","1","",""
AL300AAC2,26,"25.20","23.92","","1","10",""
AL300AAC2V,217,"49.95","","","1","",""
AL308W4,21,"25.57","24.27","","1","10",""
AL30SC,75,"23.34","22.15","","1","20",""
AL32AP,309,"26.95","","","1","",""
AL357S1,360,"30.00","","","1","",""
AL380AP,50,"23.53","22.33","","1","10",""
AL38S11,288,"23.99","","","1","",""
AL38S5,177,"23.99","","","1","",""
AL38SUP,68,"33.75","","","1","",""
AL40SW3,29,"16.00","","","1","",""
AL40SW4,23,"24.31","22.99","","1","10",""
AL45AP4,39,"26.11","24.79","","1","10",""
ALAOW451051600,6,"33.47","","","1","",""
ALAOW9MM721700,65,"29.87","","","1","",""
ALAUL380055,6,"29.51","","","1","",""
ALAUL9052,0,"28.79","","","1","",""
ALBTSS1238,200,"57.85","","","1","",""
ALBTSS1239,199,"57.85","","","1","",""
ALBTSS12L8,0,"65.99","","","1","",""
ALBTSS2038,0,"53.69","","","1","",""
ALBTSS2039,0,"53.69","","","1","",""
ALBTSS2839,0,"45.45","","","1","",""
ALBTSS289,0,"41.30","","","1","",""
ALBTSS4139,0,"29.75","","","1","",""
ALCTSS1235,0,"57.82","","","1","",""
ALCTSS1237,7,"57.82","","","1","",""
ALCTSS1239,18,"57.82","","","1","",""
ALCTSS2037,18,"48.35","","","1","",""
ALCTSS2039,17,"48.38","","","1","",""
ALCTSS2839,10,"48.38","","","1","",""
ALCTSS4139,17,"48.38","","","1","",""
ALG30301,52,"28.31","26.87","","1","10",""
ALG327F1,28,"28.21","26.78","","1","10",""
ALG3571,18,"23.14","21.96","","1","10",""
ALG35R1,6,"44.46","42.20","","1","10",""
ALG360BH1,776,"37.37","35.47","","1","10",""
ALG441,20,"26.59","25.23","","1","10",""
ALG444M1,0,"46.66","44.28","","1","10",""
ALG45701,89,"50.99","48.40","","1","10",""
ALG45C1,30,"26.81","25.45","","1","10",""
ALGDDS1000W,9,"6.50","","","1","",""
ALGDPA1000BK,12,"4.50","","","1","",""
ALHDRS12,149,"10.68","","","1","",""
ALHDST12,96,"10.68","","","1","",""
ALNDC1193GB,4,"283.87","","","1","",""
ALNDC1194GB,1,"287.13","","","1","",""
ALNDN1193GB,4,"240.61","","","1","",""
ALNDN1194GB,2,"243.87","","","1","",""
ALPHABD12X289MM,5,"78.95","","","1","",""
ALPHABDM14X1LH,6,"78.95","","","1","",""
ALPHAGLOCK34,0,"97.99","","","1","",""
ALPHAGLOCK34BRZ,3,"106.93","","","1","",""
ALPHAGLOCK34GLD,6,"106.93","","","1","",""
ALPHAGLOCK34GRN,4,"106.93","","","1","",""
ALPHAGLOCK34ORG,2,"106.93","","","1","",""
ALPHAGLOCK34PUR,1,"106.93","","","1","",""
ALPHAGLOCK34SIL,2,"106.93","","","1","",""
ALPHAGLOCK5,20,"92.89","","","1","",""
ALPHATB12X289MM,0,"72.95","","","1","",""
ALPHATBM14X1LH,6,"72.95","","","1","",""
ALPHATBM14X1LHN,0,"72.95","","","1","",""
ALPHTB12X289MN,0,"72.95","","","1","",""
AM1P,28,"39.92","","","1","",""
AM22,8,"210.50","199.80","","1","10",""
AM280A139HCB,31,"87.75","","","1","",""
AM28NS163HCB,12,"87.75","","","1","",""
AM300P195HCB,12,"79.70","","","1","",""
AM3421,5567,"14.65","13.65","","1","31",""
AM65PRC124HCB,18,"79.70","","","1","",""
AM7PRC177HCB,10,"79.70","","","1","",""
AM8003,21,"419.95","","","1","",""
AM8005,19,"340.00","","","1","",""
AM8303,33,"1029.95","","","1","",""
AMEAC0206,17,"7.00","","","1","",""
AMFS76239,10345,"12.25","11.15","","1","50",""
AMPC17720X,8,"17.65","","","1","",""
AMPCBB16,2,"8.69","","","1","",""
AMPCBBWTP,3,"21.45","","","1","",""
AMRC17730,5,"21.25","","","1","",""
AMSELECT8,0,"341.30","","","1","",""
AMXBC1,2,"57.77","","","1","",""
AN40050,13,"37.34","","","1","",""
AN40055,16,"37.34","","","1","",""
AN40056,8,"38.95","","","1","",""
AN40059,0,"37.34","","","1","",""
AN40060,0,"37.34","","","1","",""
AN40061,2,"37.34","","","1","",""
AN40063,0,"37.34","","","1","",""
AN40064,104,"34.99","","","1","",""
AN40065,0,"31.35","","","1","",""
AN40068,16,"37.34","","","1","",""
AN40072,48,"37.34","","","1","",""
AN42050,67,"37.34","","","1","",""
AN43136,10,"105.17","","","1","",""
AN43455,7,"40.47","","","1","",""
AN43457,10,"44.46","","","1","",""
AN43459,10,"44.46","","","1","",""
AN43461,14,"44.46","","","1","",""
AN43463,0,"44.46","","","1","",""
AN43504,15,"42.99","","","1","",""
AN44166,14,"56.99","","","1","",""
AN44501,0,"40.47","","","1","",""
AN47284,0,"69.54","","","1","",""
AN48263,14,"49.88","","","1","",""
AN48545,17,"49.88","","","1","",""
AN51287,31,"75.99","","","1","",""
AN51288,13,"64.95","","","1","",""
AN60002,41,"42.95","","","1","",""
AN60005,46,"49.88","","","1","",""
AN60010,9,"62.99","","","1","",""
AN60014,10,"69.54","","","1","",""
AN60018,35,"43.95","","","1","",""
AN60019,20,"69.54","","","1","",""
AN60021,19,"57.95","","","1","",""
AN60022,0,"49.88","","","1","",""
AN60024,11,"49.88","","","1","",""
AN60029,5,"71.95","","","1","",""
AN60031,8,"73.95","","","1","",""
AN60033,0,"69.54","","","1","",""
AN60035,0,"69.54","","","1","",""
AN60040,0,"62.99","","","1","",""
AN60042,0,"49.88","","","1","",""
AN60043,8,"62.99","","","1","",""
AN60044,15,"62.99","","","1","",""
AN60049,6,"49.88","","","1","",""
AN60053,0,"49.88","","","1","",""
AN60054,8,"38.99","","","1","",""
AN60056,10,"49.88","","","1","",""
AN60072,15,"38.99","","","1","",""
AN60076,11,"62.99","","","1","",""
AN60080,10,"49.88","","","1","",""
AN60099,10,"84.93","","","1","",""
AN60110,6,"70.97","","","1","",""
AN60115,3,"41.90","","","1","",""
AN60117,10,"69.54","","","1","",""
AN60118,10,"70.97","","","1","",""
AN60122,5,"70.97","","","1","",""
AN60130,730,"19.99","","","1","",""
AN60132,10,"40.47","","","1","",""
AN60135,18,"40.47","","","1","",""
AN60138,10,"40.05","","","1","",""
AN60141,12,"79.23","","","1","",""
AN60142,0,"49.88","","","1","",""
AN60155,10,"70.97","","","1","",""
AN60158,6,"55.29","","","1","",""
AN60170,0,"34.99","","","1","",""
AN60918,0,"42.99","","","1","",""
AN61010,8,"69.54","","","1","",""
AN61014,8,"69.54","","","1","",""
AN61016,9,"49.88","","","1","",""
AN61036,14,"39.90","","","1","",""
AN61046,0,"49.88","","","1","",""
AN61054,4,"69.54","","","1","",""
AN61056,12,"69.54","","","1","",""
AN61058,0,"81.51","","","1","",""
AN75035,16,"30.95","","","1","",""
AN7MM160PT,3,"79.70","","","1","",""
ANGLEMICROMRPVD,3,"59.94","","","1","",""
ANKLEBITER,5,"23.09","","","1","",""
ANS12M2,117,"23.67","22.47","","1","10",""
ANS12M3,81,"23.67","22.47","","1","10",""
ANS12M4,130,"23.67","22.47","","1","10",""
ANT12355,155,"14.82","14.07","","1","10",""
ANT12356,9,"14.82","12.56","","1","10",""
AP108F00,20,"20.36","19.32","","1","10",""
AP10SA,108,"26.00","","","1","",""
AP13,0,"507.60","","","1","",""
AP151FT,37,"16.52","15.68","","1","10",""
AP152FT,3,"15.07","14.30","","1","10",""
AP15800,39,"12.66","11.99","","1","50",""
AP208FT,62,"15.07","14.30","","1","10",""
AP209FT,0,"17.18","16.31","","1","10",""
AP243ELDX1,5,"40.62","38.55","","1","10",""
AP243TC1,51,"38.92","36.94","","1","10",""
AP2582B,70,"11.34","10.76","","1","50",""
AP25A,515,"18.75","18.65","","1","20",""
AP270TA1,4,"44.72","42.45","","1","10",""
AP270WSMTA1,0,"59.99","56.96","","1","10",""
AP3006TA1,37,"42.33","40.17","","1","10",""
AP300PRCTA3,0,"70.89","67.29","","1","10",""
AP300WELDX1,0,"52.34","49.68","","1","10",""
AP300WSMTA1,19,"53.67","50.94","","1","10",""
AP300WSMTT1,0,"50.59","47.99","","1","10",""
AP300WTA1,19,"53.67","50.94","","1","10",""
AP300WTT1,13,"50.59","47.99","","1","10",""
AP3030D,3,"35.11","33.32","","1","10",""
AP3030TC1,10,"36.99","35.18","","1","10",""
AP308TA1,13,"42.33","40.17","","1","16",""
AP308TC2,14,"41.12","38.99","","1","10",""
AP308TT2,0,"39.90","37.87","","1","10",""
AP30HST1S,121,"26.72","25.36","","1","10",""
AP327SA,20,"43.70","41.47","","1","10",""
AP32A,266,"20.35","","","1","",""
AP357A,682,"25.15","","","1","",""
AP357HS1,0,"26.22","24.89","","1","25",""
AP380A,3804,"16.45","15.95","","1","20",""
AP380HST1S,0,"26.26","24.92","","1","10",""
AP38HS1,3,"22.99","21.86","","1","25",""
AP38HSD1,23,"26.94","25.57","","1","10",""
AP40B,52,"21.65","","","1","",""
AP40E,1278,"16.24","","","1","",""
AP40HS3,152,"24.98","23.71","","1","25",""
AP40HST1S,19,"28.13","26.70","","1","10",""
AP44B,367,"19.25","","","1","",""
AP44D,492,"19.25","","","1","",""
AP45A,3319,"19.55","18.65","","1","20",""
AP45B,536,"26.05","","","1","",""
AP45HS1,8,"26.22","24.89","","1","25",""
AP45HST2S,9,"29.67","28.16","","1","10",""
AP5,0,"8.76","","","1","",""
AP65CRDTA1,17,"50.46","47.89","","1","10",""
AP65CRDTC1,20,"43.21","40.99","","1","10",""
AP65PRCTA1,9,"48.81","47.28","","1","10",""
AP65PRCTC1,26,"51.22","48.62","","1","10",""
AP765,69,"14.96","14.20","","1","60",""
AP770,61,"14.25","13.53","","1","60",""
AP771,40,"14.25","13.53","","1","60",""
AP7PRCELDX1,0,"49.21","46.70","","1","10",""
AP7PRCTA1,0,"50.91","48.32","","1","10",""
AP7PRCTA3,0,"51.33","48.72","","1","10",""
AP7RELDX1,0,"52.17","49.52","","1","10",""
AP7RTA1,0,"52.99","50.32","","1","10",""
AP7RTT1,4,"47.50","44.99","","1","10",""
AP95781,8,"25.85","","","1","",""
AP95782,0,"25.85","","","1","",""
AP95783,0,"25.85","","","1","",""
AP95784,0,"29.20","","","1","",""
AP95785,0,"25.85","","","1","",""
AP95786,0,"25.85","","","1","",""
AP95787,11,"25.85","","","1","",""
AP95788,0,"25.85","","","1","",""
AP95789,0,"25.85","","","1","",""
AP95790,0,"29.20","","","1","",""
AP95791,0,"25.85","","","1","",""
AP95792,0,"25.85","","","1","",""
AP95793,15,"13.75","","","1","",""
AP95795,0,"16.00","","","1","",""
AP95797,0,"16.00","","","1","",""
AP96066,9,"17.98","","","1","",""
AP96067,0,"17.98","","","1","",""
AP96068,0,"17.98","","","1","",""
AP96069,0,"17.98","","","1","",""
AP96070,12,"17.98","","","1","",""
AP96072,16,"17.98","","","1","",""
AP96073,3,"17.98","","","1","",""
AP96074,1,"17.98","","","1","",""
AP96075,1,"17.98","","","1","",""
AP96076,12,"17.98","","","1","",""
AP96194,0,"11.00","","","1","",""
AP96195,0,"11.00","","","1","",""
AP96196,0,"11.00","","","1","",""
AP96197,0,"11.00","","","1","",""
AP96308,0,"14.25","","","1","",""
AP96309,0,"14.25","","","1","",""
AP96310,0,"14.25","","","1","",""
AP9A,10348,"12.75","11.75","","1","20",""
AP9B,158,"18.25","","","1","",""
AP9HS1,0,"22.07","20.94","","1","25",""
AP9HSD1,0,"24.96","23.69","","1","10",""
AP9HST1S,0,"25.72","24.42","","1","10",""
AP9HST2S,19,"25.72","24.42","","1","10",""
AP9HST3S,30,"25.72","24.42","","1","10",""
APAR501603AC,0,"91.84","","","1","",""
APAR505611,3,"463.30","","","1","",""
APAR505621,2,"338.25","","","1","",""
APB0910020,0,"15.83","","","1","",""
APB127LRS,98,"5.73","5.44","","1","50",""
APB127RS,87,"5.73","5.44","","1","50",""
APB131RS,55,"6.37","6.05","","1","10",""
APB203RS,50,"5.73","5.44","","1","50",""
APB209RS,80,"6.37","6.05","","1","50",""
APB325520,0,"14.99","","","1","",""
APB3807020,0,"15.57","","","1","",""
APB3810020,0,"16.12","","","1","",""
APB4013520,0,"17.67","","","1","",""
APB4516520,0,"19.60","","","1","",""
APD10P1,21,"26.22","24.89","","1","10",""
APD12FX200,2,"21.97","20.85","","1","5",""
APD22L1,166,"7.74","7.35","","1","100",""
APD22WMR1,54,"17.76","16.86","","1","60",""
APD380HS1,17,"22.82","21.66","","1","10",""
APD380P1,0,"15.85","14.99","","1","10",""
APD38HS3H,8,"23.20","21.99","","1","10",""
APD38P1,2,"19.27","18.29","","1","10",""
APD40P1,22,"19.72","18.72","","1","10",""
APD412JGE000,0,"19.53","18.54","","1","10",""
APD412JGE4,0,"19.53","18.54","","1","10",""
APD413JGE000,0,"21.72","20.62","","1","10",""
APD413JGE4B,0,"22.64","21.49","","1","10",""
APD45P1,27,"20.95","19.88","","1","10",""
APD9P1,0,"15.88","14.99","","1","10",""
APE1YG,0,"6.24","","","1","",""
APEXBC,2,"171.35","","","1","",""
APEXBS,2,"171.35","","","1","",""
APEXPROBC,3,"171.35","","","1","",""
APEXPROBS,0,"171.35","","","1","",""
APEXPRORC,5,"171.35","","","1","",""
APEXPRORS,4,"171.35","","","1","",""
APEXRC,3,"171.35","","","1","",""
APEXRS,5,"171.35","","","1","",""
APFCX101F4,7,"24.90","23.63","","1","10",""
APFCX101F5,15,"24.90","23.63","","1","10",""
APFCX139F4,115,"22.25","21.12","","1","10",""
APFCX139F5,100,"22.25","21.12","","1","10",""
APFCX139F6,129,"22.25","21.12","","1","10",""
APFCX156F5,156,"17.28","16.40","","1","10",""
APFCX157F4,30,"17.28","16.40","","1","10",""
APFCX157F5,60,"17.28","16.40","","1","10",""
APFCX157F6,107,"16.61","15.77","","1","10",""
APFCX258F5,232,"14.76","13.99","","1","10",""
APFX154FS4,26,"24.31","22.99","","1","10",""
APM7,0,"50.39","","","1","",""
APN19JPWG,1,"24.95","","","1","",""
APN365JPWG,2,"24.95","","","1","",""
APN43XJPWG,0,"24.95","","","1","",""
APNEZJPWG,0,"24.95","","","1","",""
APNMAX9JPWG,6,"24.95","","","1","",""
APNSHIELDJPWG,6,"24.95","","","1","",""
APNT2JPGW,1,"24.95","","","1","",""
APP300BF,60,"17.40","","","1","",""
APP300BH,59,"17.52","","","1","",""
APP303F,0,"21.12","","","1","",""
APP303S1,0,"21.12","","","1","",""
APP303S2,0,"21.12","","","1","",""
APP338H,0,"35.28","","","1","",""
APP6CF,0,"22.20","","","1","",""
APP6CS,0,"23.30","","","1","",""
APP6GF,0,"21.24","","","1","",""
APP6GH,0,"21.60","","","1","",""
APP6MS,25,"25.45","","","1","",""
APP6R,0,"24.25","","","1","",""
APP6SWF,57,"22.20","","","1","",""
APP6SWS,86,"19.50","","","1","",""
APP7,39,"21.25","","","1","",""
APP76239F,0,"14.16","","","1","",""
APP76254F,56,"20.64","","","1","",""
APP76254S,0,"20.61","","","1","",""
APP7AF,20,"25.20","","","1","",""
APP7AS,0,"24.00","","","1","",""
APP7F,0,"22.68","","","1","",""
APP7SF,0,"23.64","","","1","",""
APP7SS,0,"23.64","","","1","",""
APP856F,0,"31.08","","","1","",""
APP856S,0,"31.08","","","1","",""
APP8F,0,"21.96","","","1","",""
APP8L,0,"31.08","","","1","",""
APP8S,0,"21.96","","","1","",""
APP9362,0,"33.24","","","1","",""
APPRM762,0,"18.00","","","1","",""
APPS762,0,"23.52","","","1","",""
APPS76239,0,"17.52","","","1","",""
APPS9MM,0,"23.04","","","1","",""
APR17HM1,0,"15.67","14.87","","1","40",""
